strategy,infra,app,status,resolution_time_s,path_taken,total_energy_w,energy_node_w,energy_link_w,avg_latency_ms,worst_latency_ms,total_latency_ms,active_hosts,solver_energy_wh,solver_energy_min_wh,solver_energy_max_wh,solver_energy_j,solver_energy_min_j,solver_energy_max_j,solver_energy_model,host_cpu_usage,host_ram_usage,violations
CSP,infra_10nodes_smartcity_GCP.properties,Appli_5comps_GCP_2.properties,success,0.03143283999997948,"{""0->1"":[8,5,7],""1->2"":[7,5],""2->3"":[5,6],""3->4"":[6,5,9]}",4861.6,61.60000000000001,4800.0,3.0,4.0,12.0,5,0.0003929104999997435,0.0003143283999997948,0.0004714925999996922,1.4144777999990765,1.1315822399992612,1.6973733599988918,runtime_power,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 2, 6: 2, 7: 1, 8: 1, 9: 1}","{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 2000, 6: 2000, 7: 1000, 8: 1000, 9: 1000}",
