strategy,infra,app,status,resolution_time_s,total_energy_w,energy_node_w,energy_link_w,avg_latency_ms,worst_latency_ms,total_latency_ms,active_hosts,solver_energy_wh,solver_energy_min_wh,solver_energy_max_wh,solver_energy_j,solver_energy_min_j,solver_energy_max_j,solver_energy_model,host_cpu_usage,host_ram_usage,violations
GreedyFirstFit,infra_10nodes_smartcity_GCP.properties,Appli_5comps_GCP_2.properties,success,0.0013066700003037113,24261.6,61.60000000000001,24200.0,10.25,17.0,41.0,3,1.633337500379639e-05,1.3066700003037114e-05,1.960005000455567e-05,0.05880015001366701,0.04704012001093361,0.07056018001640041,runtime_power,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0}","{0: 4000, 1: 2000, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1000, 9: 0}",
