strategy,infra,app,status,resolution_time_s,path_taken,total_energy_w,energy_node_w,energy_link_w,avg_latency_ms,worst_latency_ms,total_latency_ms,active_hosts,solver_energy_wh,solver_energy_min_wh,solver_energy_max_wh,solver_energy_j,solver_energy_min_j,solver_energy_max_j,solver_energy_model,host_cpu_usage,host_ram_usage,violations
LLM,infra_10nodes_smartcity_GCP.properties,Appli_5comps_GCP_2.properties,success,6.339054201999716,"{""0->1"":[8,5,7],""1->2"":[7,5],""2->3"":[5,6],""3->4"":[6,5,9]}",4861.6,61.60000000000001,4800.0,3.0,4.0,12.0,5,0.009625,0.0032083333333333334,0.028874999999999998,34.65,11.55,103.94999999999999,llm_tokens,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 2, 6: 2, 7: 1, 8: 1, 9: 1}","{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 2000, 6: 2000, 7: 1000, 8: 1000, 9: 1000}",
