Timestamp,VM_Name,CPU_Usage_Percent,Network_RX_Bytes,Network_TX_Bytes
2026-03-13 00:31:36+00:00,cloud-core-1,14.405549684781061,116869.0,147465.0
2026-03-13 00:31:36+00:00,fog-gateway-1,31.07181666974005,146030.0,172772.0
2026-03-13 00:31:36+00:00,worker-edge-1,0.7082695780187956,48738.0,66230.0
2026-03-13 00:31:36+00:00,worker-edge-light-1,56.2588650205377,101717.0,152400.0
2026-03-13 00:31:36+00:00,worker-iot-1,45.914469823183026,87396.0,116909.0
2026-03-13 00:32:36+00:00,cloud-core-1,14.423029918652903,117455.0,148164.0
2026-03-13 00:32:36+00:00,fog-gateway-1,31.578153380348034,144800.0,173555.0
2026-03-13 00:32:36+00:00,worker-edge-1,0.7393524830680083,48021.0,65778.0
2026-03-13 00:32:36+00:00,worker-edge-light-1,55.66053150924631,103787.0,152436.0
2026-03-13 00:32:36+00:00,worker-iot-1,46.466919637830415,87384.0,118057.0
2026-03-13 00:33:36+00:00,cloud-core-1,14.460899913005958,119174.0,150085.0
2026-03-13 00:33:36+00:00,fog-gateway-1,30.90099049751491,147330.0,171418.0
2026-03-13 00:33:36+00:00,worker-edge-1,0.6989712535975438,49847.0,67105.0
2026-03-13 00:33:36+00:00,worker-edge-light-1,55.819999631686414,98777.0,152350.0
2026-03-13 00:33:36+00:00,worker-iot-1,46.71396174316669,90407.0,121390.0
2026-03-13 00:34:36+00:00,cloud-core-1,14.331910209836373,120944.0,153760.0
2026-03-13 00:34:36+00:00,fog-gateway-1,30.796584819451407,146750.0,174363.0
2026-03-13 00:34:36+00:00,worker-edge-1,0.664485488655373,49516.0,66618.0
2026-03-13 00:34:36+00:00,worker-edge-light-1,54.885829273248795,102699.0,153875.0
2026-03-13 00:34:36+00:00,worker-iot-1,45.16265289469402,86016.0,116780.0
2026-03-13 00:35:36+00:00,cloud-core-1,14.353019278467702,118403.0,150603.0
2026-03-13 00:35:36+00:00,fog-gateway-1,30.70910630643387,144909.0,173040.0
2026-03-13 00:35:36+00:00,worker-edge-1,0.6608637569964534,47908.0,65327.0
2026-03-13 00:35:36+00:00,worker-edge-light-1,54.406865957968954,105480.0,157164.0
2026-03-13 00:35:36+00:00,worker-iot-1,45.79807448033231,86794.0,117678.0
2026-03-13 00:36:36+00:00,cloud-core-1,14.236608313218918,117461.0,149722.0
2026-03-13 00:36:36+00:00,fog-gateway-1,32.37028583658381,50618399.0,212004.0
2026-03-13 00:36:36+00:00,worker-edge-1,0.6532897109673286,48350.0,66221.0
2026-03-13 00:36:36+00:00,worker-edge-light-1,55.50515560451004,101966.0,154726.0
2026-03-13 00:36:36+00:00,worker-iot-1,46.46502134388204,88058.0,118927.0
2026-03-13 00:37:36+00:00,cloud-core-1,14.337205050195129,118189.0,150450.0
2026-03-13 00:37:36+00:00,fog-gateway-1,38.500961880293595,177040897.0,315106.0
2026-03-13 00:37:36+00:00,worker-edge-1,0.7289731576429404,48492.0,66350.0
2026-03-13 00:37:36+00:00,worker-edge-light-1,55.23705058965296,107672.0,152974.0
2026-03-13 00:37:36+00:00,worker-iot-1,49.836191160322116,86147.0,116407.0
2026-03-13 00:38:36+00:00,cloud-core-1,14.266923983838447,117235.0,149180.0
2026-03-13 00:38:36+00:00,fog-gateway-1,31.54877784610714,146744.0,177317.0
2026-03-13 00:38:36+00:00,worker-edge-1,0.8784200819885275,48206.0,67947.0
2026-03-13 00:38:36+00:00,worker-edge-light-1,54.87957820210189,105403.0,153207.0
2026-03-13 00:38:36+00:00,worker-iot-1,54.58757518433761,86635.0,117065.0
2026-03-13 00:39:36+00:00,cloud-core-1,14.279218363860005,118818.0,150046.0
2026-03-13 00:39:36+00:00,fog-gateway-1,31.626539453697355,145632.0,175769.0
2026-03-13 00:39:36+00:00,worker-edge-1,0.8274582994363299,48317.0,68209.0
2026-03-13 00:39:36+00:00,worker-edge-light-1,54.36210810211984,104581.0,153090.0
2026-03-13 00:39:36+00:00,worker-iot-1,53.840995113122666,86881.0,117700.0
2026-03-13 00:40:36+00:00,cloud-core-1,14.189545965235387,119002.0,150942.0
2026-03-13 00:40:36+00:00,fog-gateway-1,31.143802845617756,146771.0,171834.0
2026-03-13 00:40:36+00:00,worker-edge-1,0.7030902106437982,49486.0,68180.0
2026-03-13 00:40:36+00:00,worker-edge-light-1,54.24762398241833,99021.0,152856.0
2026-03-13 00:40:36+00:00,worker-iot-1,50.861282993706325,87835.0,118513.0
2026-03-13 00:41:36+00:00,cloud-core-1,14.18413675900259,118048.0,150911.0
2026-03-13 00:41:36+00:00,fog-gateway-1,31.298334883589025,145240.0,171078.0
2026-03-13 00:41:36+00:00,worker-edge-1,0.8210688706064199,48886.0,66799.0
2026-03-13 00:41:36+00:00,worker-edge-light-1,54.60553732283263,101601.0,153112.0
2026-03-13 00:41:36+00:00,worker-iot-1,49.10062446181428,87915.0,119173.0
2026-03-13 00:42:36+00:00,cloud-core-1,14.090266607502903,120591.0,152942.0
2026-03-13 00:42:36+00:00,fog-gateway-1,31.024114509527863,146333.0,170669.0
2026-03-13 00:42:36+00:00,worker-edge-1,0.7232995729555114,48378.0,65811.0
2026-03-13 00:42:36+00:00,worker-edge-light-1,55.5406581126086,99949.0,153433.0
2026-03-13 00:42:36+00:00,worker-iot-1,47.141013516350846,86812.0,117815.0
2026-03-13 00:43:36+00:00,cloud-core-1,14.158658867660655,117698.0,149487.0
2026-03-13 00:43:36+00:00,fog-gateway-1,30.753726041317957,146092.0,174213.0
2026-03-13 00:43:36+00:00,worker-edge-1,0.6771107112642009,48274.0,65665.0
2026-03-13 00:43:36+00:00,worker-edge-light-1,54.70614645519921,102675.0,153844.0
2026-03-13 00:43:36+00:00,worker-iot-1,47.256830673600234,98420.0,131545.0
