strategy,infra,app,status,resolution_time_s,path_taken,total_energy_w,energy_node_w,energy_link_w,avg_latency_ms,worst_latency_ms,total_latency_ms,active_hosts,solver_energy_wh,solver_energy_min_wh,solver_energy_max_wh,solver_energy_j,solver_energy_min_j,solver_energy_max_j,solver_energy_model,host_cpu_usage,host_ram_usage,violations
LLM,Infra_5nodes_GCP.properties,Appli_5comps_GCP.properties,success,12.397599428000035,"{""0->1"":[4,1,3],""1->2"":[3,1],""2->3"":[1,2],""3->4"":[2,1,0]}",10864.9,64.9,10800.0,5.25,14.0,21.0,5,0.009102500000000001,0.003034166666666667,0.027307500000000005,32.769000000000005,10.923000000000002,98.30700000000002,llm_tokens,"{0: 1, 1: 2, 2: 2, 3: 1, 4: 1}","{0: 1000, 1: 2000, 2: 2000, 3: 1000, 4: 1000}",
