strategy,infra,app,status,resolution_time_s,total_energy_w,energy_node_w,energy_link_w,avg_latency_ms,worst_latency_ms,total_latency_ms,active_hosts,solver_energy_wh,solver_energy_min_wh,solver_energy_max_wh,solver_energy_j,solver_energy_min_j,solver_energy_max_j,solver_energy_model,host_cpu_usage,host_ram_usage,violations
LLM,Infra_5nodes_GCP.properties,Appli_5comps_GCP.properties,success,6.824349957998493,10864.9,64.9,10800.0,5.25,14.0,21.0,5,0.009097500000000001,0.0030325000000000005,0.027292500000000004,32.751000000000005,10.917000000000002,98.25300000000001,llm_tokens,"{0: 1, 1: 2, 2: 2, 3: 1, 4: 1}","{0: 1000, 1: 2000, 2: 2000, 3: 1000, 4: 1000}",
