strategy,infra,app,status,resolution_time_s,path_taken,total_energy_w,energy_node_w,energy_link_w,avg_latency_ms,worst_latency_ms,total_latency_ms,active_hosts,solver_energy_wh,solver_energy_min_wh,solver_energy_max_wh,solver_energy_j,solver_energy_min_j,solver_energy_max_j,solver_energy_model,host_cpu_usage,host_ram_usage,violations
GreedyFirstFit,Infra_5nodes_GCP.properties,GreedyFirstFit,Infra_5nodes_GCP.properties,Appli_5comps_GCP.properties,success,0.001124300000014955,"{""0->1"":[4,1],""1->2"":[1,0],""2->3"":[0],""3->4"":[0,1]}",14861.6,61.60000000000001,14800.0,6.25,12.0,25.0,3,1.4053750000186938e-05,1.1243000000149551e-05,1.6864500000224326e-05,0.050593500000672975,0.04047480000053839,0.06071220000080757,runtime_power,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 1}","{0: 4000, 1: 2000, 2: 0, 3: 0, 4: 1000}",

