strategy,infra,app,status,resolution_time_s,total_energy_w,energy_node_w,energy_link_w,avg_latency_ms,worst_latency_ms,total_latency_ms,active_hosts,solver_energy_wh,solver_energy_min_wh,solver_energy_max_wh,solver_energy_j,solver_energy_min_j,solver_energy_max_j,solver_energy_model,host_cpu_usage,host_ram_usage,violations
CSP,infra_10nodes_GCP_mapping.csv,Appli_5comps_GCP.properties,failed,0.0007712999999966996,0.0,0,0.0,0.0,0.0,0.0,0,9.641249999958745e-06,7.712999999966997e-06,1.1569499999950493e-05,0.03470849999985148,0.027766799999881187,0.04165019999982177,runtime_power,{},{},
CSP,infra_10nodes_GCP_mapping.csv,Appli_5comps_GCP_2.properties,failed,0.0012034999999741558,0.0,0,0.0,0.0,0.0,0.0,0,1.5043749999676948e-05,1.203499999974156e-05,1.8052499999612337e-05,0.05415749999883701,0.043325999999069616,0.06498899999860441,runtime_power,{},{},
CSP,infra_10nodes_smartcity_GCP.properties,Appli_5comps_GCP_2.properties,success,0.1519272999998975,24861.6,61.60000000000001,24800.0,8.0,30.0,32.0,3,0.0018990912499987189,0.0015192729999989752,0.0022789094999984627,6.836728499995388,5.4693827999963105,8.204074199994466,runtime_power,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0, 5: 2, 6: 0, 7: 0, 8: 1, 9: 0}","{0: 4000, 1: 0, 2: 0, 3: 0, 4: 0, 5: 2000, 6: 0, 7: 0, 8: 1000, 9: 0}",
