strategy,infra,app,status,resolution_time_s,path_taken,total_energy_w,energy_node_w,energy_link_w,avg_latency_ms,worst_latency_ms,total_latency_ms,active_hosts,solver_energy_wh,solver_energy_min_wh,solver_energy_max_wh,solver_energy_j,solver_energy_min_j,solver_energy_max_j,solver_energy_model,host_cpu_usage,host_ram_usage,violations
CSP,Infra_5nodes_GCP.properties,Appli_5comps_GCP.properties,success,0.33793500399997356,"{""0->1"":[4,1,3],""1->2"":[3,1],""2->3"":[1,0],""3->4"":[0]}",9262.7,62.7,9200.0,4.25,12.0,17.0,4,0.00422418754999967,0.003379350039999736,0.005069025059999604,15.207075179998812,12.16566014399905,18.248490215998572,runtime_power,"{0: 3, 1: 2, 2: 0, 3: 1, 4: 1}","{0: 3000, 1: 2000, 2: 0, 3: 1000, 4: 1000}",

    
